Date,Total_Outflow_cfs,Total_Outflow_AF,Evap_cfs,Evap_AF,Storage_AF,Stage_ft,Tw_Temp_degF,Area_ac
2003-11-19,4276,8481.322314,14,27.76859504,3101067,1012.05,53.55782711,23168.30691
2003-11-20,4744,9409.586777,27,53.55371901,3099442,1012.14,53.55461039,23160.05346
2003-11-21,4695,9312.396694,27,53.55371901,3098049,1012.07,53.70616872,23152.97834
2003-11-22,4442,8810.578512,41,81.32231405,3096431,1012.01,53.54909331,23144.72416
2003-11-23,4055,8042.975207,0,0,3094353,1011.94,53.59350517,23134.11551
2003-11-24,4198,8326.61157,88,174.5454545,3093198,1011.85,53.41597113,23128.21898
2003-11-25,4389,8705.454545,61,120.9917355,3092044,1011.8,53.43147204,23122.32755
2003-11-26,4386,8699.504132,54,107.107438,3091351,1011.75,53.37654461,23118.78963
2003-11-27,4677,9276.694215,14,27.76859504,3091351,1011.72,53.57171531,23118.78963
2003-11-28,4379,8685.619835,14,27.76859504,3089965,1011.72,53.45840921,23111.7138
2003-11-29,4756,9433.38843,14,27.76859504,3090427,1011.66,53.32243804,23114.07241
2003-11-30,4540,9004.958678,14,27.76859504,3090196,1011.68,53.29846051,23112.8931
2003-12-01,3918,7771.239669,34,67.43801653,3094584,1011.67,53.14043617,23135.29482
2003-12-02,3858,7652.231405,48,95.20661157,3098513,1011.86,53.22783747,23155.33502
2003-12-03,4235,8400,7,13.88429752,3100603,1012.03,53.24301918,23165.95023
2003-12-04,4155,8241.322314,14,27.76859504,3102924,1012.12,53.13445354,23177.73871
2003-12-05,3863,7662.14876,0,0,3111048,1012.22,53.17191987,23219.00092
2003-12-06,2674,5303.801653,0,0,3158438,1012.57,53.02680752,23458.34
2003-12-07,2262,4486.61157,0,0,3179846,1014.6,53.15315796,23565.62745
2003-12-08,3510,6961.983471,56,111.0743802,3189043,1015.51,53.05743496,23611.6105
2003-12-09,3636,7211.900826,28,55.53719008,3198747,1015.9,53.47293448,23659.95019
2003-12-10,3647,7233.719008,35,69.4214876,3209173,1016.31,53.33340089,23711.825
2003-12-11,3290,6525.619835,84,166.6115702,3219147,1016.75,53.25662919,23761.34345
2003-12-12,4045,8023.140496,63,124.9586777,3230582,1017.17,53.12688869,23817.93525
2003-12-13,3965,7864.46281,42,83.30578512,3251130,1017.65,52.95208104,23919.32693
2003-12-14,1681,3334.214876,0,0,3299219,1018.51,52.68149027,24155.5371
2003-12-15,4092,8116.363636,43,85.2892562,3315630,1020.51,52.96274794,24236.25516
2003-12-16,7903,15675.3719,64,126.9421488,3320232,1021.19,52.95913038,24258.80541
2003-12-17,7933,15734.87603,14,27.76859504,3322170,1021.38,52.83564995,24268.3018
2003-12-18,8307,16476.69421,64,126.9421488,3319990,1021.46,52.59476888,24257.61959
2003-12-19,7979,15826.1157,36,71.40495868,3321443,1021.37,52.41443708,24264.73943
2003-12-20,8096,16058.18182,107,212.231405,3321686,1021.43,52.30292228,24265.93016
2003-12-21,7828,15526.61157,0,0,3320717,1021.44,52.14713647,24261.18196
2003-12-22,10264,20358.34711,64,126.9421488,3313449,1021.4,52.12810324,24225.56804
2003-12-23,13526,26828.42975,0,0,3305725,1021.1,52.00810954,24187.58383
2003-12-24,10162,20156.03306,0,0,3346206,1020.78,51.7097487,24385.81598
2003-12-25,13730,27233.05785,0,0,3355213,1022.45,51.79165195,24429.73361
2003-12-26,14396,28554.04959,359,712.0661157,3351318,1022.82,51.94208401,24410.7418
2003-12-27,14902,29557.68595,36,71.40495868,3342311,1022.66,51.87906891,24366.82417
2003-12-28,14020,27808.26446,50,99.17355372,3337442,1022.29,51.6110927,24343.0832
2003-12-29,9798,19434.04959,0,0,3344015,1022.09,51.3085281,24375.13278
2003-12-30,9854,19545.12397,0,0,3343528,1022.36,51.22234698,24372.7582
2003-12-31,9331,18507.7686,29,57.52066116,3345962,1022.34,51.03732574,24384.62624
2004-01-01,6065,12029.75207,29,57.52066116,3389718,1022.44,50.63447129,24597.09912
2004-01-02,7702,15276.69421,0,0,3409149,1024.23,50.58286511,24690.87246
2004-01-03,12051,23902.80992,0,0,3413598,1025.02,50.65914695,24712.23904
2004-01-04,11779,23363.30579,29,57.52066116,3415575,1025.2,50.54473319,24721.73369
2004-01-05,10932,21683.30579,44,87.27272727,3409396,1025.28,50.50288056,24692.05869
2004-01-06,12096,23992.06612,0,0,3400047,1025.03,50.7423074,24646.95283
2004-01-07,12045,23890.90909,0,0,3393407,1024.65,51.06449969,24614.90436
2004-01-08,12114,24027.7686,29,57.52066116,3391686,1024.38,50.92296135,24606.59782
2004-01-09,9882,19600.66116,0,0,3402015,1024.31,50.75776867,24656.45153
2004-01-10,8901,17654.87603,7,13.88429752,3415575,1024.73,50.67006797,24721.73369
2004-01-11,7040,13963.63636,22,43.63636364,3427686,1025.28,50.59178757,24779.89746
2004-01-12,7254,14388.09917,22,43.63636364,3436848,1025.77,50.46515202,24823.8158
2004-01-13,5461,10831.73554,22,43.63636364,3447032,1026.14,50.4067623,24872.48285
2004-01-14,5982,11865.12397,22,43.63636364,3457713,1026.55,50.29601624,24923.52495
2004-01-15,5349,10609.58678,22,43.63636364,3470442,1026.98,50.29377084,24984.06362
2004-01-16,5033,9982.809917,52,103.1404959,3487689,1027.49,50.06215437,25065.9642
2004-01-17,4819,9558.347107,0,0,3502242,1028.18,49.96988169,25134.81124
2004-01-18,4866,9651.570248,15,29.75206612,3516080,1028.76,49.88737936,25200.0954
2004-01-19,4439,8804.628099,22,43.63636364,3526166,1029.31,49.80788538,25247.57728
2004-01-20,4320,8568.595041,22,43.63636364,3536772,1029.71,49.90406006,25297.54706
2004-01-21,3869,7674.049587,67,132.892562,3542347,1030.13,49.93119113,25323.86
2004-01-22,3716,7370.578512,82,162.6446281,3546908,1030.35,49.7320088,25345.38706
2004-01-23,3472,6886.61157,7,13.88429752,3553497,1030.53,49.50732952,25376.48589
2004-01-24,3374,6692.231405,22,43.63636364,3560855,1030.79,49.32040723,25411.16706
2004-01-25,3140,6228.099174,0,0,3567985,1031.08,49.19747015,25444.65412
2004-01-26,2989,5928.595041,37,73.38842975,3576134,1031.36,49.19235821,25482.92706
2004-01-27,3339,6622.809917,8,15.8677686,3585051,1031.68,49.15076295,25524.78912
2004-01-28,4179,8288.92562,0,0,3590937,1032.03,49.09046055,25552.29637
2004-01-29,3849,7634.380165,83,164.6280992,3594520,1032.26,49.05015596,25569.04093
2004-01-30,3415,6773.553719,30,59.50413223,3602453,1032.4,48.82276094,25606.1145
2004-01-31,3977,7888.264463,30,59.50413223,3606548,1032.71,48.81089109,25625.25181
2004-02-01,4054,8040.991736,45,89.25619835,3610904,1032.87,48.78057868,25645.58474
2004-02-02,3812,7560.991736,0,0,3625050,1033.04,48.68870524,25711.36219
2004-02-03,3264,6474.049587,15,29.75206612,3639731,1033.59,48.69362991,25779.53433
2004-02-04,3421,6785.454545,0,0,3651621,1034.16,48.63347781,25834.55422
2004-02-05,3791,7519.338843,30,59.50413223,3661184,1034.62,48.66109446,25878.80613
2004-02-06,3679,7297.190083,69,136.8595041,3669753,1034.99,48.56228845,25918.27034
2004-02-07,3924,7783.140496,8,15.8677686,3678844,1035.32,48.53880792,25960.13241
2004-02-08,3871,7678.016529,69,136.8595041,3686636,1035.67,48.48747743,25996.01287
2004-02-09,3886,7707.768595,54,107.107438,3693679,1035.97,48.45856281,26028.3018
2004-02-10,4247,8423.801653,61,120.9917355,3699161,1036.24,48.40426575,26053.42046
2004-02-11,4159,8249.256198,61,120.9917355,3704903,1036.45,48.42191788,26079.73044
2004-02-12,4217,8364.297521,92,182.4793388,3710907,1036.67,48.44028808,26107.24092
2004-02-13,3910,7755.371901,100,198.3471074,3717451,1036.9,48.33264065,26137.13977
2004-02-14,4009,7951.735537,0,0,3725581,1037.15,48.26230655,26174.21408
2004-02-15,3859,7654.214876,39,77.3553719,3735810,1037.46,48.20942634,26220.86023
2004-02-16,1662,3296.528926,62,122.9752066,3802649,1037.85,48.18687333,26524.47585
2004-02-17,2011,3988.760331,235,466.1157025,4018145,1040.38,48.04512852,27501.64887
2004-02-18,28797,57118.01653,25,49.58677686,4119614,1048.37,48.69962467,27955.56258
2004-02-19,44026,87324.29752,41,81.32231405,4119614,1052.03,48.12995717,27955.56258
2004-02-20,43844,86963.30579,74,146.7768595,4098128,1052.03,48.20471559,27859.00517
2004-02-21,44252,87772.56198,41,81.32231405,4063386,1051.26,48.29117508,27702.25554
2004-02-22,43434,86150.08264,32,63.47107438,4022821,1050.01,48.25123111,27522.44129
2004-02-23,44338,87943.1405,64,126.9421488,3971875,1048.54,48.23756979,27294.96418
2004-02-24,45973,91186.1157,0,0,3917057,1046.68,47.96121839,27047.64472
2004-02-25,16523,32772.89256,0,0,3951991,1044.66,47.72136553,27205.66328
2004-02-26,30581,60656.52893,0,0,3991544,1045.95,47.65323887,27383.02
2004-02-27,47237,93693.22314,0,0,3968605,1047.4,47.88565735,27280.28656
2004-02-28,49088,97364.6281,16,31.73553719,3921915,1046.56,48.00416667,27069.5887
2004-02-29,48654,96503.80165,71,140.8264463,3868648,1044.84,48.02221235,26827.77699
2004-03-01,48525,96247.93388,117,232.0661157,3818266,1042.86,47.99992628,26596.63146
2004-03-02,49290,97765.28926,15,29.75206612,3760302,1040.97,48.13410439,26332.08945
2004-03-03,49256,97697.85124,61,120.9917355,3698639,1038.78,48.05289143,26051.02864
2004-03-04,38806,76970.57851,46,91.23966942,3654464,1036.43,48.09348522,25847.70994
2004-03-05,31016,61519.33884,91,180.4958678,3623764,1034.73,48.25415477,25705.38242
2004-03-06,27834,55207.93388,68,134.8760331,3595288,1033.54,48.24619059,25572.63006
2004-03-07,21942,43521.32231,97,192.3966942,3576898,1032.43,48.44822558,25486.5153
2004-03-08,19852,39375.86777,142,281.6528926,3563656,1031.71,48.42173788,25424.32236
2004-03-09,14964,29680.66116,142,281.6528926,3560346,1031.19,48.14009054,25408.77647
2004-03-10,11887,23577.52066,105,208.2644628,3562128,1031.06,48.27911959,25417.14589
2004-03-11,10690,21203.30579,202,400.661157,3566458,1031.13,48.20075056,25437.48235
2004-03-12,8279,16421.15702,135,267.768595,3575625,1031.3,47.87001987,25480.53647
2004-03-13,5285,10482.64463,135,267.768595,3589145,1031.66,47.75319212,25543.92176
2004-03-14,5035,9986.77686,143,283.6363636,3603733,1032.19,47.62143809,25612.09637
2004-03-15,4281,8491.239669,136,269.7520661,3620678,1032.76,47.57114747,25691.03284
2004-03-16,3870,7676.033058,174,345.1239669,3636371,1033.42,47.48686191,25763.98624
2004-03-17,3592,7124.628099,160,317.3553719,3652396,1034.03,47.52531448,25838.14046
2004-03-18,3594,7128.595041,168,333.2231405,3667156,1034.65,47.50881852,25906.31172
2004-03-19,3352,6648.595041,153,303.4710744,3683000,1035.22,48.21529102,25979.26989
2004-03-20,2864,5680.661157,146,289.5867769,3697595,1035.83,47.484957,26046.24501
2004-03-21,2916,5783.801653,177,351.0743802,3713256,1036.39,47.50612607,26118.00409
2004-03-22,2263,4488.595041,154,305.4545455,3728204,1036.99,47.51494128,26186.17545
2004-03-23,497,985.785124,131,259.8347107,3746333,1037.56,47.47372739,26268.7
2004-03-24,948,1880.330579,140,277.6859504,3765573,1038.25,47.38912441,26356.00854
2004-03-25,451,894.5454545,16,31.73553719,3788881,1038.98,47.26686981,26461.25419
2004-03-26,25,49.58677686,62,122.9752066,3809266,1039.86,47.15416667,26555.04854
2004-03-27,25,49.58677686,39,77.3553719,3830499,1040.63,47.50869565,26652.88767
2004-03-28,25,49.58677686,87,172.5619835,3849939,1041.43,48.01666667,26742.16654
2004-03-29,604,1198.016529,142,281.6528926,3868915,1042.16,47.77839293,26828.99876
2004-03-30,628,1245.619835,135,267.768595,3887162,1042.87,47.58153969,26912.16546
2004-03-31,1434,2844.297521,32,63.47107438,3905184,1043.55,47.6916892,26994.0134
2004-04-01,1868,3705.123967,191,378.8429752,3918946,1044.22,47.65408639,27056.17748
2004-04-02,3456,6854.876033,239,474.0495868,3928130,1044.73,47.6488986,27097.67777
2004-04-03,3384,6712.066116,104,206.2809917,3940061,1045.07,47.63168259,27151.67279
2004-04-04,3779,7495.53719,96,190.4132231,3949009,1045.51,47.53414905,27192.16792
2004-04-05,3120,6188.429752,184,364.9586777,3960704,1045.84,47.51108113,27244.82239
2004-04-06,3304,6553.38843,144,285.6198347,3968333,1046.27,47.50953402,27279.06567
2004-04-07,10255,20340.49587,120,238.0165289,3963973,1046.55,48.13757598,27259.49552
2004-04-08,10900,21619.83471,152,301.4876033,3958524,1046.39,49.09864377,27235.03731
2004-04-09,11506,22821.81818,200,396.6942149,3951449,1046.19,49.64667912,27203.2104
2004-04-10,11866,23535.86777,240,476.0330579,3944128,1045.93,50.65853507,27170.07843
2004-04-11,11282,22377.52066,120,238.0165289,3938163,1045.66,50.33536648,27143.08319
2004-04-12,9849,19535.20661,175,347.107438,3933011,1045.44,49.94726626,27119.76726
2004-04-13,8063,15992.72727,239,474.0495868,3933282,1045.25,49.61672933,27120.9937
2004-04-14,7694,15260.82645,120,238.0165289,3931655,1045.26,49.1968051,27113.63054
2004-04-15,7817,15504.79339,64,126.9421488,3930299,1045.2,49.70900864,27107.49381
2004-04-16,6212,12321.32231,88,174.5454545,3930842,1045.15,48.24629008,27109.95122
2004-04-17,5066,10048.26446,144,285.6198347,3933824,1045.17,47.75805414,27123.44658
2004-04-18,4311,8550.743802,24,47.60330579,3940603,1045.28,47.7,27154.12567
2004-04-19,3742,7422.14876,176,349.0909091,3952805,1045.53,47.74215723,27209.34712
2004-04-20,3119,6186.446281,0,0,3971330,1045.98,47.79880275,27292.51791
2004-04-21,3207,6360.991736,80,158.677686,3987985,1046.66,47.86452902,27367.11988
2004-04-22,3695,7328.92562,81,160.661157,4003042,1047.27,48.04043234,27434.38823
2004-04-23,3336,6616.859504,243,481.9834711,4017870,1047.82,48.05488492,27500.42604
2004-04-24,4271,8471.404959,243,481.9834711,4025572,1048.36,48.03279536,27534.67396
2004-04-25,4437,8800.661157,243,481.9834711,4034098,1048.64,48.00661987,27572.58589
2004-04-26,4945,9808.264463,219,434.3801653,4043211,1048.95,47.94335192,27612.94489
2004-04-27,5327,10565.95041,301,597.0247934,4049014,1049.28,47.88936363,27638.62634
2004-04-28,6153,12204.29752,203,402.6446281,4052330,1049.49,48.03647797,27653.30145
2004-04-29,5655,11216.52893,155,307.4380165,4056476,1049.61,48.06657864,27671.64977
2004-04-30,5649,11204.6281,244,483.9669421,4059792,1049.76,48.07938358,27686.32489
2004-05-01,7265,14409.91736,358,710.0826446,4057857,1049.88,48.06404137,27677.76145
2004-05-02,6324,12543.47107,147,291.5702479,4058410,1049.81,48.20254055,27680.20878
2004-05-03,6496,12884.6281,236,468.0991736,4060897,1049.83,48.20902193,27691.21511
2004-05-04,7124,14130.24793,244,483.9669421,4062555,1049.92,48.11066954,27698.55267
2004-05-05,8212,16288.26446,236,468.0991736,4060897,1049.98,48.10732364,27691.21511
2004-05-06,9973,19781.15702,268,531.5702479,4054265,1049.92,48.38577884,27661.86489
2004-05-07,12320,24436.36364,121,240,4044000,1049.68,48.39166152,27616.43664
2004-05-08,10175,20181.81818,146,289.5867769,4035700,1049.31,48.49929095,27579.7046
2004-05-09,9975,19785.12397,154,305.4545455,4029422,1049.01,48.37397717,27551.79347
2004-05-10,10079,19991.40496,186,368.9256198,4023646,1048.78,48.35452371,27526.10975
2004-05-11,9719,19277.35537,89,176.5289256,4017870,1048.57,48.47379529,27500.42604
2004-05-12,9227,18301.4876,242,480,4011545,1048.36,48.37615377,27472.30113
2004-05-13,8860,17573.55372,242,480,4005232,1048.13,48.28727311,27444.17223
2004-05-14,8711,17278.01653,185,366.9421488,4000304,1047.9,48.31782214,27422.156
2004-05-15,9016,17882.97521,193,382.8099174,3993187,1047.72,48.41166024,27390.36023
2004-05-16,8998,17847.27273,362,718.0165289,3987438,1047.46,48.42077405,27364.67612
2004-05-17,8455,16770.24793,241,478.0165289,3982784,1047.25,48.41826824,27343.884
2004-05-18,8370,16601.65289,161,319.338843,3979232,1047.08,48.44584431,27327.98657
2004-05-19,8239,16341.81818,88,174.5454545,3974055,1046.95,48.61578751,27304.74926
2004-05-20,7948,15764.6281,120,238.0165289,3970785,1046.76,48.9,27290.07164
2004-05-21,8038,15943.1405,88,174.5454545,3966426,1046.64,48.9,27270.50597
2004-05-22,8534,16926.94215,136,269.7520661,3958524,1046.48,48.9,27235.03731
2004-05-23,8378,16617.52066,160,317.3553719,3951178,1046.19,48.9,27201.98396
2004-05-24,7857,15584.13223,136,269.7520661,3945484,1045.92,48.69206706,27176.21515
2004-05-25,9222,18291.57025,231,458.1818182,3937349,1045.71,48.5137015,27139.39934
2004-05-26,9495,18833.05785,239,474.0495868,3928130,1045.41,48.64045705,27097.67777
2004-05-27,10923,21665.45455,239,474.0495868,3917057,1045.07,48.78844836,27047.64472
2004-05-28,10231,20292.89256,95,188.4297521,3905724,1044.66,48.8152602,26996.45262
2004-05-29,10954,21726.94215,135,267.768595,3893071,1044.24,48.91016485,26939.07255
2004-05-30,10739,21300.49587,285,565.2892562,3878836,1043.77,48.82910765,26874.25236
2004-05-31,10770,21361.98347,276,547.4380165,3863837,1043.24,48.87829656,26805.76235
2004-06-01,10978,21774.54545,331,656.5289256,3856888,1042.68,49.00520791,26773.96444
2004-06-02,10686,21195.3719,236,468.0991736,3852077,1042.42,49.04647714,26751.9498
2004-06-03,10574,20973.22314,282,559.338843,3835288,1042.24,49.12728478,26674.90378
2004-06-04,9923,19681.98347,266,527.6033058,3824381,1041.61,49.22739812,26624.76184
2004-06-05,12457,24708.09917,265,525.6198347,3805825,1041.2,49.22695008,26539.15
2004-06-06,13028,25840.66116,202,400.661157,3789146,1040.5,49.19658544,26462.45065
2004-06-07,12682,25154.38017,318,630.7438017,3772458,1039.87,49.3421403,26387.10581
2004-06-08,12658,25106.77686,201,398.677686,3756085,1039.24,49.4084828,26312.95327
2004-06-09,13418,26614.21488,232,460.1652893,3740271,1038.62,49.5415225,26241.19146
2004-06-10,13217,26215.53719,169,335.2066116,3723746,1038.02,49.73993241,26165.84614
2004-06-11,12512,24817.19008,215,426.446281,3707775,1037.39,49.76982187,26092.89002
2004-06-12,12399,24593.05785,283,561.322314,3689764,1036.78,49.65783024,26010.36318
2004-06-13,11734,23274.04959,305,604.9586777,3673649,1036.09,49.75355067,25936.21057
2004-06-14,12147,24093.22314,274,543.4710744,3657307,1035.47,49.91275773,25860.86567
2004-06-15,12990,25765.28926,326,646.6115702,3639731,1034.84,49.86478179,25779.53433
2004-06-16,13694,27161.65289,355,704.1322314,3620421,1034.16,49.95718729,25689.83781
2004-06-17,13103,25989.42149,271,537.5206612,3601686,1033.41,50.38762868,25602.53006
2004-06-18,12899,25584.79339,278,551.4049587,3584283,1032.68,50.61464726,25521.2
2004-06-19,13904,27578.18182,292,579.1735537,3564420,1032,50.1,25427.91059
2004-06-20,13199,26179.83471,261,517.6859504,3545641,1031.22,50.61479986,25339.40706
2004-06-21,12028,23857.19008,267,529.5867769,3527427,1030.48,50.44847306,25253.51369
2004-06-22,13042,25868.42975,222,440.3305785,3509525,1029.76,50.41584017,25169.23641
2004-06-23,12950,25685.95041,266,527.6033058,3490951,1029.05,50.64055213,25081.39601
2004-06-24,12359,24513.71901,272,539.5041322,3474186,1028.31,50.67952543,25001.86648
2004-06-25,12903,25592.72727,227,450.2479339,3454484,1027.64,50.75070869,24908.09428
2004-06-26,13345,26469.42149,307,608.9256198,3435358,1026.85,50.84317778,24816.69543
2004-06-27,13455,26687.60331,313,620.8264463,3415081,1026.08,50.98556517,24719.36123
2004-06-28,12821,25430.08264,275,545.4545455,3398572,1025.26,50.79030208,24639.83363
2004-06-29,12688,25166.28099,267,529.5867769,3380881,1024.59,50.7,24554.36759
2004-06-30,13827,27425.45455,201,398.677686,3360818,1023.87,50.57528245,24457.0333
2004-07-01,13539,26854.21488,237,470.0826446,3343528,1023.05,50.58563648,24372.7582
2004-07-02,13543,26862.14876,243,481.9834711,3326046,1022.34,50.13999294,24287.29459
2004-07-03,12707,25203.96694,277,549.4214876,3305243,1021.62,50.13379499,24185.20964
2004-07-04,12840,25467.7686,269,533.553719,3289339,1020.76,50.31334846,24106.87099
2004-07-05,12796,25380.49587,290,575.2066116,3272248,1020.1,50.41072955,24023.08036
2004-07-06,12401,24597.02479,268,531.5702479,3256158,1019.39,50.4582922,23944.08682
2004-07-07,13129,26040.99174,239,474.0495868,3237491,1018.72,50.64775783,23852.12788
2004-07-08,12746,25281.32231,287,569.2561983,3219147,1017.94,50.79885936,23761.34345
2004-07-09,12679,25148.42975,279,553.3884298,3201827,1017.17,50.89579939,23675.27481
2004-07-10,12850,25487.60331,257,509.7520661,3182440,1016.44,51.02404382,23578.5969
2004-07-11,12815,25418.18182,228,452.231405,3164067,1015.62,51.0664307,23486.63499
2004-07-12,12626,25043.30579,255,505.785124,3146945,1014.84,51.20425898,23400.56875
2004-07-13,12896,25578.84298,206,408.5950413,3127797,1014.11,51.39372297,23303.89024
2004-07-14,12868,25523.30579,239,474.0495868,3109191,1013.29,51.52294539,23209.56912
2004-07-15,13182,26146.1157,272,539.5041322,3089272,1012.49,51.53765479,23108.17588
2004-07-16,13056,25896.19835,271,537.5206612,3071507,1011.63,50.98033129,23017.39513
2004-07-17,12399,24593.05785,276,547.4380165,3054047,1010.86,51.09569251,22927.78846
2004-07-18,13006,25797.02479,295,585.1239669,3035294,1010.1,51.2292546,22832.47797
2004-07-19,12340,24476.03306,214,424.4628099,3016619,1009.28,51.19732433,22737.35908
2004-07-20,13359,26497.19008,200,396.6942149,2998473,1008.46,51.37418083,22644.55877
2004-07-21,13726,27225.12397,225,446.2809917,2977473,1007.66,50.55623746,22536.67861
2004-07-22,14231,28226.77686,264,523.6363636,2955679,1006.73,50.34293934,22424.16249
2004-07-23,14286,28335.86777,302,599.0082645,2933552,1005.76,50.53048839,22309.32135
2004-07-24,13553,26881.98347,307,608.9256198,2911539,1004.77,50.54116357,22194.47895
2004-07-25,13755,27282.64463,247,489.9173554,2891186,1003.78,50.7702459,22087.7581
2004-07-26,14241,28246.61157,265,525.6198347,2870272,1002.86,50.70798098,21977.55899
2004-07-27,12486,24765.61983,270,535.5371901,2851211,1001.91,50.8766657,21876.63809
2004-07-28,12800,25388.42975,288,571.2396694,2833338,1001.04,50.91810744,21781.51989
2004-07-29,11882,23567.60331,223,442.3140496,2818556,1000.22,50.85013746,21703.78749
2004-07-30,11677,23160.99174,273,541.4876033,2802297,999.54,50.00202776,21618.66474
2004-07-31,11694,23194.71074,241,478.0165289,2785022,998.79,49.64741607,21527.86394
2004-08-01,11389,22589.75207,233,462.1487603,2768268,997.99,49.78293914,21439.33606
2004-08-02,11527,22863.47107,226,448.2644628,2752222,997.21,49.83494095,21354.21255
2004-08-03,10448,20723.30579,169,335.2066116,2737933,996.46,50.65833978,21278.16655
2004-08-04,11459,22728.59504,162,321.322314,2722208,995.79,51.53907072,21194.1726
2004-08-05,10754,21330.24793,261,517.6859504,2704874,995.05,50.5863962,21101.1072
2004-08-06,10629,21082.31405,167,331.2396694,2688032,994.23,50.20034083,21010.30408
2004-08-07,10592,21008.92562,203,402.6446281,2673350,993.43,50.23532935,20930.8569
2004-08-08,10332,20493.22314,221,438.3471074,2659552,992.73,50.44886554,20855.9431
2004-08-09,9995,19824.79339,232,460.1652893,2643328,992.07,50.5984152,20767.41445
2004-08-10,9887,19610.57851,237,470.0826446,2630476,991.29,50.02408712,20697.04725
2004-08-11,9550,18942.14876,218,432.3966942,2618483,990.67,49.79117077,20631.21538
2004-08-12,9086,18021.81818,224,444.2975207,2606341,990.09,50.05450049,20565.80268
2004-08-13,8722,17299.83471,229,454.214876,2594627,989.5,50.16882778,20502.87006
2004-08-14,8059,15984.79339,229,454.214876,2586242,988.93,49.98568249,20457.60778
2004-08-15,7904,15677.35537,192,380.8264463,2577243,988.52,50.16482642,20409.03114
2004-08-16,9409,18662.47934,191,378.8429752,2564880,988.08,50.21786978,20341.97389
2004-08-17,9330,18505.78512,191,378.8429752,2552116,987.47,50.29322386,20272.59622
2004-08-18,9644,19128.59504,178,353.0578512,2540123,986.84,50.10244098,20207.13782
2004-08-19,8814,17482.31405,219,434.3801653,2529208,986.25,50.31709208,20147.38274
2004-08-20,8922,17696.52893,224,444.2975207,2517744,985.71,50.33750842,20084.45699
2004-08-21,7940,15748.76033,212,420.4958678,2507326,985.14,50.33076148,20027.04535
2004-08-22,7062,14007.27273,200,396.6942149,2498125,984.62,50.35388591,19976.26599
2004-08-23,8084,16034.38017,123,243.9669421,2488160,984.16,50.48567861,19921.06189
2004-08-24,6815,13517.35537,123,243.9669421,2480999,983.66,50.70524318,19881.32055
2004-08-25,7287,14453.55372,169,335.2066116,2473251,983.3,51.01705574,19838.26512
2004-08-26,8983,17817.52066,134,265.785124,2461778,982.91,50.84903788,19774.22977
2004-08-27,9115,18079.33884,185,366.9421488,2450136,982.33,51.02178158,19709.09443
2004-08-28,8273,16409.2562,191,378.8429752,2439513,981.74,51.29224526,19649.47776
2004-08-29,8500,16859.50413,190,376.8595041,2428146,981.2,51.49688885,19585.44687
2004-08-30,7729,15330.24793,201,398.677686,2418757,980.62,51.44588892,19532.45374
2004-08-31,6815,13517.35537,235,466.1157025,2410369,980.14,51.54403668,19486.02838
2004-09-01,6369,12632.72727,217,430.4132231,2404329,979.71,51.83030378,19452.9189
2004-09-02,6759,13406.28099,171,339.1735537,2396536,979.4,52.10487328,19410.2
2004-09-03,7862,15594.04959,211,418.5123967,2388012,979,51.90435964,19363.20866
2004-09-04,8055,15976.8595,142,281.6528926,2379875,978.56,52.72250957,19318.35079
2004-09-05,7920,15709.09091,176,349.0909091,2371769,978.14,52.60045902,19273.494
2004-09-06,7761,15393.71901,170,337.1900826,2365605,977.72,52.92289962,19239.31889
2004-09-07,7497,14870.08264,186,368.9256198,2359248,977.4,52.75013979,19204.07373
2004-09-08,7980,15828.09917,197,390.7438017,2349856,977.07,52.57119074,19151.74545
2004-09-09,7479,14834.38017,185,366.9421488,2341045,976.58,52.90305594,19102.61399
2004-09-10,8055,15976.8595,179,355.0413223,2330747,976.12,53.06749542,19044.94254
2004-09-11,7148,14177.85124,173,343.1404959,2322176,975.58,53.02235506,18996.88338
2004-09-12,7936,15740.82645,167,331.2396694,2312883,975.13,53.45261466,18944.54974
2004-09-13,7269,14417.85124,0,0,2304741,974.64,53.70143154,18898.62603
2004-09-14,8037,15941.15702,144,285.6198347,2294551,974.21,53.97022486,18840.95356
2004-09-15,7213,14306.77686,155,307.4380165,2285137,973.67,54.00629738,18787.5564
2004-09-16,7718,15308.42975,165,327.2727273,2275571,973.17,54.52825305,18733.09074
2004-09-17,8065,15996.69421,137,271.7355372,2263028,972.66,54.30821042,18661.5328
2004-09-18,7841,15552.39669,175,347.107438,2250184,971.99,54.49513293,18587.83885
2004-09-19,7114,14110.41322,71,140.8264463,2241824,971.3,54.7992905,18539.78029
2004-09-20,7333,14544.79339,71,140.8264463,2233866,970.85,54.65527635,18493.85635
2004-09-21,6464,12821.15702,81,160.661157,2226833,970.42,55.00978141,18453.27038
2004-09-22,6779,13445.95041,152,301.4876033,2219101,970.04,55.32338255,18410.62209
2004-09-23,6990,13864.46281,124,245.9504132,2212844,969.62,55.44814055,18376.27846
2004-09-24,6305,12505.78512,135,267.768595,2207509,969.28,55.60023812,18346.98961
2004-09-25,5707,11319.66942,119,236.0330579,2202570,968.99,55.78320873,18319.72022
2004-09-26,5796,11496.19835,113,224.1322314,2196533,968.72,56.04870024,18286.38851
2004-09-27,4706,9334.214876,124,245.9504132,2192326,968.39,55.39084056,18263.16066
2004-09-28,3679,7297.190083,123,243.9669421,2189217,968.16,56.04398684,18245.98939
