Date,Total_Outflow_cfs,Total_Outflow_AF,Evap_cfs,Evap_AF,Storage_AF,Tw_Temp_degF
12/12/2004,3074,6097.190083,11,21.81818182,2252046,52.5676101
12/13/2004,3173,6293.553719,5,9.917355372,2257258,52.30039402
12/14/2004,3306,6557.355372,16,31.73553719,2260980,52.158794
12/15/2004,3154,6255.867769,16,31.73553719,2266210,52.12947669
12/16/2004,3298,6541.487603,66,130.9090909,2270328,52.10931559
12/17/2004,3502,6946.115702,55,109.0909091,2274073,51.73213611
12/18/2004,2789,5531.900826,50,99.17355372,2278004,51.64800317
12/19/2004,3263,6472.066116,44,87.27272727,2280813,51.3386517
12/20/2004,3118,6184.46281,33,65.45454545,2285137,51.37174649
12/21/2004,3284,6513.719008,50,99.17355372,2287773,51.37833748
12/22/2004,3387,6718.016529,72,142.8099174,2289656,52.78489784
12/23/2004,3471,6884.628099,55,109.0909091,2291539,53.3676348
12/24/2004,4018,7969.586777,66,130.9090909,2291539,53.15195935
12/25/2004,3863,7662.14876,44,87.27272727,2292857,52.94024267
12/26/2004,3877,7689.917355,67,132.892562,2299824,52.70530463
12/27/2004,2421,4801.983471,50,99.17355372,2318753,52.47213954
12/28/2004,310,614.8760331,95,188.4297521,2339896,51.9125
12/29/2004,1451,2878.016529,34,67.43801653,2360789,51.91337348
12/30/2004,1003,1989.421488,11,21.81818182,2391693,51.75670958
12/31/2004,1363,2703.471074,23,45.61983471,2417193,51.59504632
1/1/2005,1705,3381.818182,12,23.80165289,2437349,51.41798593
1/2/2005,1848,3665.454545,76,150.7438017,2459603,51.19019481
1/3/2005,3161,6269.752066,58,115.0413223,2474042,51.25015494
1/4/2005,3304,6553.38843,41,81.32231405,2482391,51.06462514
1/5/2005,2573,5103.471074,18,35.70247934,2488757,50.95935783
1/6/2005,3124,6196.363636,29,57.52066116,2492935,50.88357518
1/7/2005,3985,7904.132231,29,57.52066116,2500325,50.74524905
1/8/2005,3163,6273.719008,0,0,2508927,50.50539204
1/9/2005,4166,8263.140496,24,47.60330579,2517945,50.28643214
1/10/2005,3056,6061.487603,18,35.70247934,2529409,50.24515647
1/11/2005,2977,5904.793388,12,23.80165289,2541952,50.18049059
1/12/2005,3145,6238.016529,24,47.60330579,2550286,50.04690241
1/13/2005,3265,6476.033058,42,83.30578512,2558201,49.90631672
1/14/2005,2975,5900.826446,30,59.50413223,2566702,49.81102232
1/15/2005,2822,5597.355372,24,47.60330579,2574595,49.76408796
1/16/2005,3193,6333.22314,12,23.80165289,2582356,49.71928151
1/17/2005,2796,5545.785124,24,47.60330579,2589514,49.71881082
1/18/2005,3328,6600.991736,24,47.60330579,2596265,49.61681707
1/19/2005,3352,6648.595041,30,59.50413223,2604079,49.52477769
1/20/2005,3245,6436.363636,0,0,2613538,49.51031732
1/21/2005,3549,7039.338843,55,109.0909091,2621791,49.49494489
1/22/2005,3076,6101.157025,24,47.60330579,2629855,49.38823563
1/23/2005,3413,6769.586777,24,47.60330579,2636472,49.35140352
1/24/2005,3422,6787.438017,31,61.48760331,2644368,49.36400467
1/25/2005,2936,5823.471074,31,61.48760331,2654971,49.31053816
1/26/2005,1480,2935.53719,25,49.58677686,2686140,49.13374566
1/27/2005,2739,5432.727273,155,307.4380165,2710791,49.11506222
1/28/2005,901,1787.107438,151,299.5041322,2755212,48.77694444
1/29/2005,1229,2437.68595,6,11.90082645,2789988,48.79096005
1/30/2005,971,1925.950413,32,63.47107438,2815951,48.94749394
1/31/2005,3519,6979.834711,45,89.25619835,2832031,49.23444835
2/1/2005,2117,4199.008264,84,166.6115702,2848156,49.09988736
2/2/2005,1852,3673.38843,110,218.1818182,2863699,48.94084693
2/3/2005,2225,4413.22314,110,218.1818182,2876869,48.95883967
2/4/2005,2190,4343.801653,65,128.9256198,2892508,48.73470958
2/5/2005,1928,3824.132231,46,91.23966942,2906447,48.77661739
2/6/2005,2412,4784.132231,65,128.9256198,2916633,48.73746087
2/7/2005,3721,7380.495868,59,117.0247934,2925537,48.70113473
2/8/2005,3602,7144.46281,39,77.3553719,2931103,48.58528183
2/9/2005,3603,7146.446281,53,105.1239669,2936446,48.66702342
2/10/2005,3814,7564.958678,59,117.0247934,2940686,48.73158725
2/11/2005,2881,5714.380165,79,156.6942149,2947175,48.67533579
2/12/2005,3756,7449.917355,72,142.8099174,2950979,48.54149761
2/13/2005,2772,5498.181818,13,25.78512397,2962174,48.28744131
2/14/2005,2811,5575.53719,13,25.78512397,2973423,48.21552436
2/15/2005,3160,6267.768595,7,13.88429752,2983323,48.38319909
2/16/2005,3328,6600.991736,20,39.66942149,2991689,48.40718023
2/17/2005,2777,5508.099174,40,79.33884298,2999830,48.47000806
2/18/2005,2711,5377.190083,47,93.2231405,3011391,48.33219785
2/19/2005,3619,7178.181818,20,39.66942149,3021393,48.22194092
2/20/2005,1958,3883.636364,74,146.7768595,3046950,47.92994652
2/21/2005,3129,6206.280992,34,67.43801653,3068750,48.24399761
2/22/2005,2394,4748.429752,27,53.55371901,3084422,48.04084989
2/23/2005,2089,4143.471074,48,95.20661157,3100138,48.19990138
2/24/2005,3311,6567.272727,116,230.0826446,3108959,48.10278656
2/25/2005,2936,5823.471074,62,122.9752066,3117780,47.93881733
2/26/2005,3094,6136.859504,41,81.32231405,3126630,47.87653964
2/27/2005,3238,6422.479339,41,81.32231405,3143898,47.7986728
2/28/2005,1908,3784.46281,90,178.5123967,3168056,47.57943191
3/1/2005,1890,3748.760331,21,41.65289256,3191638,47.86045958
3/2/2005,1850,3669.421488,42,83.30578512,3216526,47.97215529
3/3/2005,1743,3457.190083,63,124.9586777,3237491,47.91224432
3/4/2005,1766,3502.809917,7,13.88429752,3255679,47.90415433
3/5/2005,1842,3653.553719,78,154.7107438,3274655,47.90904179
3/6/2005,3152,6251.900826,92,182.4793388,3289098,48.07904861
3/7/2005,2137,4238.677686,149,295.5371901,3304280,47.88162605
3/8/2005,2140,4244.628099,78,154.7107438,3319021,47.96434377
3/9/2005,2764,5482.31405,72,142.8099174,3333071,47.98711212
3/10/2005,2772,5498.181818,108,214.214876,3345232,47.95561328
3/11/2005,2788,5529.917355,137,271.7355372,3356187,47.89684314
3/12/2005,3789,7515.371901,151,299.5041322,3364733,47.92115177
3/13/2005,2950,5851.239669,144,285.6198347,3375254,47.96400343
3/14/2005,2972,5894.876033,152,301.4876033,3387259,47.97501257
3/15/2005,4055,8042.975207,130,257.8512397,3393899,47.934125
3/16/2005,3159,6265.785124,123,243.9669421,3402507,47.85242163
3/17/2005,3083,6115.041322,73,144.7933884,3410632,47.83279328
3/18/2005,3128,6204.297521,65,128.9256198,3419777,47.83527098
3/19/2005,2425,4809.917355,22,43.63636364,3438090,47.8590737
3/20/2005,3011,5972.231405,59,117.0247934,3458959,47.90944852
3/21/2005,3021,5992.066116,15,29.75206612,3486184,47.92631479
3/22/2005,497,985.785124,0,0,3544121,47.91735524
3/23/2005,505,1001.652893,53,105.1239669,3593496,48.03927
3/24/2005,76,150.7438017,114,226.1157025,3630709,47.82393776
3/25/2005,392,777.5206612,76,150.7438017,3660925,47.77301212
3/26/2005,563,1116.694215,46,91.23966942,3686896,47.6780377
3/27/2005,1307,2592.396694,38,75.37190083,3720598,47.72537434
3/28/2005,1508,2991.07438,54,107.107438,3753713,47.93393664
3/29/2005,1383,2743.140496,70,138.8429752,3781994,48.11117955
3/30/2005,1878,3724.958678,117,232.0661157,3806354,48.10535463
3/31/2005,2330,4621.487603,118,234.0495868,3827041,48.6269818
4/1/2005,3300,6545.454545,118,234.0495868,3844599,48.74508837
4/2/2005,2814,5581.487603,118,234.0495868,3861966,48.49860849
4/3/2005,3494,6930.247934,55,109.0909091,3881790,48.28869766
4/4/2005,2289,4540.165289,79,156.6942149,3902216,48.46352974
4/5/2005,3097,6142.809917,72,142.8099174,3918676,48.63714571
4/6/2005,3046,6041.652893,120,238.0165289,3933011,48.57967632
4/7/2005,2724,5402.975207,0,0,3950364,48.43014038
4/8/2005,2947,5845.289256,177,351.0743802,3973510,48.2167136
4/9/2005,3097,6142.809917,64,126.9421488,3992639,48.78768018
4/10/2005,3190,6327.272727,121,240,4011269,48.7566347
4/11/2005,3147,6241.983471,130,257.8512397,4026397,48.54837545
4/12/2005,2970,5890.909091,130,257.8512397,4042105,48.40611165
4/13/2005,3290,6525.619835,8,15.8677686,4056476,48.69393474
4/14/2005,2593,5143.140496,57,113.0578512,4070050,48.42044103
4/15/2005,3061,6071.404959,188,372.892562,4082822,48.41894254
4/16/2005,3128,6204.297521,180,357.0247934,4093664,48.23076492
4/17/2005,3078,6105.123967,156,309.4214876,4103429,48.55653122
4/18/2005,3957,7848.595041,205,406.6115702,4114588,48.90116087
4/19/2005,3514,6969.917355,197,390.7438017,4123818,48.7483218
4/20/2005,3426,6795.371901,173,343.1404959,4132507,48.44029525
4/21/2005,3654,7247.603306,206,408.5950413,4140636,48.38055742
4/22/2005,3424,6791.404959,132,261.8181818,4150181,48.47876952
4/23/2005,3741,7420.165289,298,591.0743802,4160037,48.52982511
4/24/2005,4559,9042.644628,58,115.0413223,4168203,49.18096814
4/25/2005,4340,8608.264463,0,0,4174961,48.95250187
4/26/2005,4287,8503.140496,108,214.214876,4179488,48.97171484
4/27/2005,4324,8576.528926,150,297.5206612,4184581,48.97469276
4/28/2005,4262,8453.553719,141,279.6694215,4191371,48.73237804
4/29/2005,4539,9002.975207,67,132.892562,4198727,49.0068132
4/30/2005,4173,8277.024793,58,115.0413223,4207234,49.1
5/1/2005,4347,8622.14876,125,247.9338843,4214341,49.1
5/2/2005,4306,8540.826446,125,247.9338843,4222017,49.16366539
5/3/2005,4861,9641.652893,159,315.3719008,4227987,48.66406867
5/4/2005,5848,11599.33884,134,265.785124,4234539,48.79600288
5/5/2005,4271,8471.404959,101,200.3305785,4251100,48.63202874
5/6/2005,5038,9992.727273,93,184.4628099,4264542,48.51010864
5/7/2005,5416,10742.47934,76,150.7438017,4278603,48.56063441
5/8/2005,3804,7545.123967,102,202.3140496,4318628,48.36488081
5/9/2005,3211,6368.92562,103,204.2975207,4389902,48.32277684
5/10/2005,8132,16129.58678,60,119.0082645,4431597,48.81458789
5/11/2005,13939,27647.60331,121,240,4447721,49.67559529
5/12/2005,17763,35232.39669,225,446.2809917,4450655,50.05045929
5/13/2005,19198,38078.67769,181,359.0082645,4445668,49.93654118
5/14/2005,18398,36491.90083,173,343.1404959,4443321,50.39376717
5/15/2005,18113,35926.61157,181,359.0082645,4440387,50.41491463
5/16/2005,10705,21233.05785,52,103.1404959,4467691,50.28938436
5/17/2005,38291,75949.09091,0,0,4424587,50.109765
5/18/2005,27075,53702.47934,86,170.5785124,4426924,50.45526886
5/19/2005,22966,45552.39669,61,120.9917355,4448308,50.71200498
5/20/2005,18752,37194.04959,104,206.2809917,4464744,51.01923292
5/21/2005,17498,34706.77686,234,464.1322314,4471817,51.19888886
5/22/2005,19084,37852.56198,200,396.6942149,4473290,51.03363219
5/23/2005,20171,40008.59504,312,618.8429752,4470049,49.89972945
5/24/2005,9507,18856.8595,287,569.2561983,4482132,49.34645042
5/25/2005,13483,26743.1405,348,690.2479339,4483606,50.67983378
5/26/2005,13910,27590.08264,261,517.6859504,4484785,49.39054971
5/27/2005,14637,29032.06612,261,517.6859504,4482427,49.24092487
5/28/2005,13715,27203.30579,278,551.4049587,4481248,48.93401203
5/29/2005,13733,27239.00826,269,533.553719,4475648,48.99592115
5/30/2005,12663,25116.69421,104,206.2809917,4473290,48.85431824
5/31/2005,11765,23335.53719,156,309.4214876,4467986,48.80965131
6/1/2005,11832,23468.42975,329,652.5619835,4464449,48.89846254
6/2/2005,12384,24563.30579,329,652.5619835,4457696,48.97725702
6/3/2005,10987,21792.39669,286,567.2727273,4453295,48.79689381
6/4/2005,10905,21629.75207,277,549.4214876,4445961,49.0323523
6/5/2005,10875,21570.24793,371,735.8677686,4441561,49.01168861
6/6/2005,11551,22911.07438,293,581.1570248,4433933,48.99969914
6/7/2005,11558,22924.95868,155,307.4380165,4425756,49.18519929
6/8/2005,10763,21348.09917,43,85.2892562,4420499,49.33322904
6/9/2005,11425,22661.15702,34,67.43801653,4412613,49.40587377
6/10/2005,11506,22821.81818,129,255.8677686,4402693,49.35856836
6/11/2005,11026,21869.75207,240,476.0330579,4392809,49.42316394
6/12/2005,11221,22256.52893,283,561.322314,4382635,49.40520562
6/13/2005,12184,24166.61157,282,559.338843,4369870,49.51413841
6/14/2005,11245,22304.13223,264,523.6363636,4359162,49.59323308
6/15/2005,11135,22085.95041,307,608.9256198,4347296,49.67110015
6/16/2005,10687,21197.35537,119,236.0330579,4341215,49.59801244
6/17/2005,9896,19628.42975,102,202.3140496,4338609,49.57680832
6/18/2005,8856,17565.61983,26,51.57024793,4343242,49.72671077
6/19/2005,9776,19390.41322,162,321.322314,4341794,49.77842721
6/20/2005,9375,18595.04132,204,404.6280992,4338609,49.50850471
6/21/2005,9523,18888.59504,229,454.214876,4332528,49.61102091
6/22/2005,11411,22633.38843,255,505.785124,4321813,49.91229736
6/23/2005,10791,21403.63636,254,503.8016529,4311418,49.92408774
6/24/2005,13197,26175.86777,313,620.8264463,4295852,50.13205238
6/25/2005,12824,25436.03306,270,535.5371901,4280612,50.1835925
6/26/2005,12343,24481.98347,168,333.2231405,4267125,50.21736358
6/27/2005,12168,24134.87603,302,599.0082645,4252243,49.85145486
6/28/2005,12643,25077.02479,235,466.1157025,4239393,49.62105749
6/29/2005,12753,25295.20661,268,531.5702479,4228272,49.41875612
6/30/2005,12739,25267.43802,317,628.7603306,4217184,49.55760233
7/1/2005,12673,25136.52893,283,561.322314,4204107,49.69605925
7/2/2005,13275,26330.57851,357,708.0991736,4187693,49.76450358
7/3/2005,13293,26366.28099,315,624.7933884,4172708,49.74163981
7/4/2005,14048,27863.80165,306,606.9421488,4155813,49.87376066
7/5/2005,13259,26298.84298,330,654.5454545,4138954,49.8997958
7/6/2005,13312,26403.96694,321,636.6942149,4121576,50.01541332
7/7/2005,13309,26398.01653,303,600.9917355,4104824,50.02103199
7/8/2005,15287,30321.32231,335,664.4628099,4083100,50.1717919
7/9/2005,12961,25707.7686,302,599.0082645,4064774,50.14548785
7/10/2005,14157,28080,244,483.9669421,4045145,50.23578162
7/11/2005,13731,27235.04132,292,579.1735537,4027222,50.26152406
7/12/2005,14946,29644.95868,258,511.7355372,4006327,50.48557711
7/13/2005,14429,28619.50413,306,606.9421488,3987164,50.49611479
7/14/2005,14940,29633.05785,385,763.6363636,3966426,50.5750535
7/15/2005,13960,27689.2562,320,634.7107438,3948466,50.64038988
7/16/2005,15078,29906.77686,311,616.8595041,3925422,50.80777046
7/17/2005,15091,29932.56198,294,583.1404959,3903835,50.77578506
7/18/2005,14194,28153.38843,285,565.2892562,3882865,50.79544429
7/19/2005,14134,28034.38017,323,640.661157,3862768,50.82141974
7/20/2005,13841,27453.22314,354,702.1487603,3843269,50.55148129
7/21/2005,14293,28349.75207,235,466.1157025,3821720,49.91557185
7/22/2005,13919,27607.93388,195,386.7768595,3801590,49.73227576
7/23/2005,13385,26548.76033,303,600.9917355,3782259,49.80109926
7/24/2005,12646,25082.97521,294,583.1404959,3763728,49.85240751
7/25/2005,11474,22758.34711,332,658.5123967,3742643,49.84979128
7/26/2005,11483,22776.19835,331,656.5289256,3724795,50.05853303
7/27/2005,12503,24799.33884,338,670.4132231,3706469,50.08083888
7/28/2005,12254,24305.45455,321,636.6942149,3689242,50.09916372
7/29/2005,11663,23133.22314,282,559.338843,3673130,50.15019143
7/30/2005,11694,23194.71074,289,573.2231405,3656531,50.1779226
7/31/2005,12091,23982.14876,273,541.4876033,3639214,50.34586508
8/1/2005,11546,22901.15702,333,660.4958678,3623507,50.31305286
8/2/2005,11505,22819.83471,294,583.1404959,3607060,50.66108169
8/3/2005,12188,24174.54545,248,491.9008264,3590169,50.59465831
8/4/2005,12054,23908.76033,255,505.785124,3573588,50.67672588
8/5/2005,12169,24136.8595,269,533.553719,3556537,50.71549276
8/6/2005,11062,21941.15702,268,531.5702479,3541333,50.71508142
8/7/2005,11160,22135.53719,290,575.2066116,3525662,50.75590464
8/8/2005,11244,22302.14876,252,499.8347107,3510533,50.9293945
8/9/2005,10793,21407.60331,236,468.0991736,3496722,51.05360465
8/10/2005,9593,19027.43802,251,497.8512397,3484929,50.84068107
8/11/2005,8621,17099.50413,257,509.7520661,3474436,50.79616104
8/12/2005,8467,16794.04959,257,509.7520661,3464950,50.9417264
8/13/2005,8708,17272.06612,220,436.3636364,3453700,50.13255716
8/14/2005,9011,17873.05785,227,450.2479339,3441568,51.6506177
8/15/2005,8675,17206.61157,292,579.1735537,3431100,51.15230635
8/16/2005,8884,17621.15702,277,549.4214876,3421260,51.25066383
8/17/2005,9400,18644.6281,109,216.1983471,3409400,50.78899949
8/18/2005,8692,17240.33058,290,575.2066116,3398600,50.61601481
8/19/2005,9104,18057.52066,246,487.9338843,3386500,50.49905374
8/20/2005,8091,16048.26446,238,472.0661157,3377200,50.51992316
8/21/2005,7866,15601.98347,202,400.661157,3367900,50.57602508
8/22/2005,8377,16615.53719,209,414.5454545,3359400,50.71326185
8/23/2005,8237,16337.85124,201,398.677686,3349400,50.84594696
8/24/2005,7872,15613.8843,186,368.9256198,3340100,50.9245524
8/25/2005,8227,16318.01653,186,368.9256198,3330200,50.91026143
8/26/2005,7680,15233.05785,243,481.9834711,3321400,50.95932503
8/27/2005,7972,15812.2314,249,493.8842975,3310500,51.07055253
8/28/2005,8211,16286.28099,192,380.8264463,3300700,51.21119931
8/29/2005,7446,14768.92562,213,422.4793388,3292954,51.2238743
8/30/2005,8192,16248.59504,276,547.4380165,3282356,50.77240879
8/31/2005,8277,16417.19008,318,630.7438017,3271767,50.62440125
9/1/2005,7400,14677.68595,261,517.6859504,3263584,50.77767987
9/2/2005,7913,15695.20661,225,446.2809917,3254243,50.81340492
9/3/2005,7897,15663.47107,246,487.9338843,3244906,50.81841136
9/4/2005,7375,14628.09917,203,402.6446281,3236061,50.93031705
9/5/2005,7012,13908.09917,196,388.7603306,3227961,51.09947323
9/6/2005,6950,13785.12397,203,402.6446281,3220338,51.1378214
9/7/2005,6901,13687.93388,188,372.892562,3213201,51.23233598
9/8/2005,7016,13916.03306,195,386.7768595,3205619,51.53958212
9/9/2005,6978,13840.66116,230,456.1983471,3199221,51.58686261
9/10/2005,7180,14241.32231,132,261.8181818,3190694,51.47783561
9/11/2005,6691,13271.40496,104,206.2809917,3182676,52
9/12/2005,7010,13904.13223,166,329.2561983,3176309,51.94531924
9/13/2005,6996,13876.36364,201,398.677686,3169942,51.82213199
9/14/2005,7039,13961.65289,69,136.8595041,3162894,51.81461733
9/15/2005,7352,14582.47934,207,410.5785124,3155154,52.13375923
9/16/2005,6542,12975.86777,124,245.9504132,3148352,51.94128914
9/17/2005,6302,12499.83471,158,313.3884298,3142498,52.09657265
9/18/2005,6493,12878.67769,76,150.7438017,3135031,52.44497081
9/19/2005,6333,12561.32231,199,394.7107438,3129197,52.68629913
9/20/2005,6284,12464.13223,301,597.0247934,3123130,52.81959368
9/21/2005,6593,13077.02479,198,392.7272727,3116620,52.82198827
9/22/2005,7258,14396.03306,307,608.9256198,3108495,52.74671496
9/23/2005,7957,15782.47934,102,202.3140496,3098513,52.79325752
9/24/2005,8335,16532.2314,183,362.9752066,3087656,52.78296954
9/25/2005,8315,16492.56198,41,81.32231405,3077956,53.04451501
9/26/2005,8028,15923.30579,176,349.0909091,3068291,53.09868319
9/27/2005,7395,14667.7686,176,349.0909091,3061399,53.38551931
9/28/2005,7599,15072.39669,135,267.768595,3052669,53.30227583
9/29/2005,7586,15046.61157,202,400.661157,3043751,53.38797381
9/30/2005,7856,15582.14876,134,265.785124,3034837,53.55763764
10/1/2005,7451,14778.84298,147,291.5702479,3026849,53.737834
10/2/2005,6605,13100.82645,120,238.0165289,3020256,53.8
10/3/2005,6929,13743.47107,87,172.5619835,3012755,53.77161602
10/4/2005,6925,13735.53719,80,158.677686,3003674,54.00371896
10/5/2005,7057,13997.35537,140,277.6859504,2995533,53.9388515
10/6/2005,6858,13602.64463,179,355.0413223,2989202,54.02965678
10/7/2005,6823,13533.22314,119,236.0330579,2983098,54.09610466
10/8/2005,6935,13755.3719,99,196.3636364,2975673,54.0412528
10/9/2005,7544,14963.30579,106,210.2479339,2967124,54.2107845
10/10/2005,7719,15310.41322,125,247.9338843,2958588,54.22206973
10/11/2005,7983,15834.04959,178,353.0578512,2949637,54.43318788
10/12/2005,7590,15054.54545,112,222.1487603,2941805,54.67096631
10/13/2005,6780,13447.93388,118,234.0495868,2934887,54.50630516
10/14/2005,6966,13816.8595,118,234.0495868,2927986,54.91660924
10/15/2005,6718,13324.95868,65,128.9256198,2920862,54.7135505
10/16/2005,6915,13715.70248,46,91.23966942,2913089,54.88696934
10/17/2005,6882,13650.24793,137,271.7355372,2907554,55.02231502
10/18/2005,5578,11063.80165,169,335.2066116,2902905,54.9931722
10/19/2005,6166,12230.08264,91,180.4958678,2897812,55.31618364
10/20/2005,5852,11607.27273,26,51.57024793,2893829,55.20273169
10/21/2005,5785,11474.38017,97,192.3966942,2889204,55.16312041
10/22/2005,5550,11008.26446,110,218.1818182,2885239,55.30082955
10/23/2005,5689,11283.96694,97,192.3966942,2881275,55.43269132
10/24/2005,5354,10619.50413,71,140.8264463,2876429,55.7255444
10/25/2005,4873,9665.454545,78,154.7107438,2872464,55.52845554
10/26/2005,5607,11121.32231,155,307.4380165,2870053,55.50435423
10/27/2005,5190,10294.21488,13,25.78512397,2865671,55.82707964
10/28/2005,5246,10405.28926,26,51.57024793,2865671,55.61583568
10/29/2005,5369,10649.2562,0,0,2862166,55.9631825
10/30/2005,5121,10157.35537,52,103.1404959,2858441,55.87447573
10/31/2005,4648,9219.173554,64,126.9421488,2855374,55.87145421
11/1/2005,4854,9627.768595,58,115.0413223,2854060,55.88539611
11/2/2005,4720,9361.983471,39,77.3553719,2851650,55.98757912
11/3/2005,4937,9792.396694,58,115.0413223,2853183,56.13220378
11/4/2005,5019,9955.041322,84,166.6115702,2852088,56.03088305
11/5/2005,4685,9292.561983,51,101.1570248,2850335,56.28392624
11/6/2005,4999,9915.371901,45,89.25619835,2852745,56.03174554
11/7/2005,4768,9457.190083,39,77.3553719,2871149,56.23369967
11/8/2005,4126,8183.801653,65,128.9256198,2878852,56.59502831
11/9/2005,2660,5276.033058,52,103.1404959,2883477,56.64479382
11/10/2005,4059,8050.909091,52,103.1404959,2886120,56.46662179
11/11/2005,4163,8257.190083,32,63.47107438,2888323,56.3
11/12/2005,4108,8148.099174,52,103.1404959,2890085,56.3
11/13/2005,4036,8005.289256,39,77.3553719,2890085,56.3
11/14/2005,4419,8764.958678,65,128.9256198,2888764,55.90229663
11/15/2005,4264,8457.520661,39,77.3553719,2888543,55.97960828
11/16/2005,4050,8033.057851,156,309.4214876,2887442,55.50847777
11/17/2005,4215,8360.330579,71,140.8264463,2889645,55.68992373
11/18/2005,4133,8197.68595,52,103.1404959,2888984,55.68597726
11/19/2005,4294,8517.024793,130,257.8512397,2888103,55.71086479
11/20/2005,4304,8536.859504,91,180.4958678,2888764,55.70100506
11/21/2005,4162,8255.206612,45,89.25619835,2888764,55.63552877
11/22/2005,3835,7606.61157,39,77.3553719,2888543,55.46500027
11/23/2005,4082,8096.528926,45,89.25619835,2888323,55.45071705
11/24/2005,3984,7902.14876,71,140.8264463,2887662,55.41059442
11/25/2005,3939,7812.892562,6,11.90082645,2888103,55.21549348
11/26/2005,4180,8290.909091,52,103.1404959,2886341,55.10708397
11/27/2005,4093,8118.347107,71,140.8264463,2885460,55.0789068
11/28/2005,4110,8152.066116,39,77.3553719,2889204,54.89522764
11/29/2005,4202,8334.545455,39,77.3553719,2892288,54.80548776
11/30/2005,3744,7426.115702,39,77.3553719,2896041,54.9318873
12/1/2005,3535,7011.570248,0,0,2921530,54.75534223
12/2/2005,3154,6255.867769,164,325.2892562,2936223,54.76820757
12/3/2005,3479,6900.495868,7,13.88429752,2943371,54.77850804
12/4/2005,3527,6995.702479,53,105.1239669,2946951,54.58431927
12/5/2005,3263,6472.066116,33,65.45454545,2949413,54.27252844
12/6/2005,2979,5908.760331,46,91.23966942,2950084,53.98487692
12/7/2005,3310,6565.289256,46,91.23966942,2952770,53.65780597
12/8/2005,3928,7791.07438,112,222.1487603,2953888,53.46054926
12/9/2005,3561,7063.140496,33,65.45454545,2954336,53.40247275
12/10/2005,3917,7769.256198,66,130.9090909,2954560,53.24852084
12/11/2005,3940,7814.876033,152,301.4876033,2954336,52.9430006
12/12/2005,4387,8701.487603,0,0,2953888,52.7161529
12/13/2005,4335,8598.347107,20,39.66942149,2953217,52.69807375
12/14/2005,4538,9000.991736,7,13.88429752,2951427,53.33458537
12/15/2005,4228,8386.115702,72,142.8099174,2951203,53.20319601
12/16/2005,4156,8243.305785,46,91.23966942,2950532,52.33908165
12/17/2005,4366,8659.834711,26,51.57024793,2952098,52.10740152
12/18/2005,3906,7747.438017,26,51.57024793,2961499,52.13170261
12/19/2005,3046,6041.652893,20,39.66942149,2997795,52.30875886
12/20/2005,2665,5285.950413,27,53.55371901,3032323,52.38977972
12/21/2005,2954,5859.173554,34,67.43801653,3073574,52.27578231
12/22/2005,2948,5847.272727,0,0,3144132,52.23000562
12/23/2005,2209,4381.487603,139,275.7024793,3203249,52.00169546
12/24/2005,2142,4248.595041,21,41.65289256,3242272,51.60050355
12/25/2005,2002,3970.909091,21,41.65289256,3284282,51.37974405
12/26/2005,6288,12472.06612,122,241.9834711,3337929,50.84500276
12/27/2005,9950,19735.53719,72,142.8099174,3396113,50.70175429
12/28/2005,5541,10990.41322,59,117.0247934,3521880,50.99466773
12/29/2005,34272,67977.52066,15,29.75206612,3539306,52.41432744
12/30/2005,13020,25824.79339,68,134.8760331,3620163,51.22868079
12/31/2005,11293,22399.33884,224,444.2975207,3754767,50.59467139
1/1/2006,31771,63016.8595,117,232.0661157,3814825,51.51018031
1/2/2006,30352,60202.31405,166,329.2561983,3867045,50.78928515
1/3/2006,40481,80292.89256,166,329.2561983,3883402,51.21689639
1/4/2006,44903,89063.80165,47,93.2231405,3883939,51.4186042
1/5/2006,46098,91434.04959,47,93.2231405,3861432,51.17017666
1/6/2006,46174,91584.79339,16,31.73553719,3823316,51.3409642
1/7/2006,45995,91229.75207,16,31.73553719,3778550,50.99948003
1/8/2006,48874,96940.16529,15,29.75206612,3721647,50.89361905
1/9/2006,47666,94544.13223,8,15.8677686,3665078,50.79580161
1/10/2006,48663,96521.65289,23,45.61983471,3606804,50.56250446
1/11/2006,47407,94030.41322,22,43.63636364,3552990,50.34553428
1/12/2006,48320,95841.32231,125,247.9338843,3490700,50.27693201
1/13/2006,41931,83168.92562,15,29.75206612,3441319,50.19602101
1/14/2006,33389,66226.1157,36,71.40495868,3422743,50.36776591
1/15/2006,28318,56167.93388,44,87.27272727,3407425,49.80934829
1/16/2006,23976,47555.70248,14,27.76859504,3395129,49.88058729
1/17/2006,20291,40246.61157,29,57.52066116,3390948,49.92469394
1/18/2006,16038,31810.90909,58,115.0413223,3399556,49.49815113
1/19/2006,14406,28573.8843,36,71.40495868,3406933,49.53298826
1/20/2006,10675,21173.55372,44,87.27272727,3420024,49.70750698
1/21/2006,10227,20284.95868,15,29.75206612,3429911,49.67270682
1/22/2006,7843,15556.36364,37,73.38842975,3442561,49.93547733
1/23/2006,7194,14269.09091,88,174.5454545,3454733,49.79129704
1/24/2006,6128,12154.71074,66,130.9090909,3466448,49.53014739
1/25/2006,5892,11686.61157,81,160.661157,3478430,49.39857779
1/26/2006,5847,11597.35537,22,43.63636364,3492457,49.02501342
1/27/2006,6826,13539.17355,0,0,3502995,48.91194345
1/28/2006,7708,15288.59504,45,89.25619835,3523392,48.34724282
